Reference,Value,Datasheet,Footprint,Qty,DNP
C1,XT60PW-M,,Connector_AMASS:AMASS_XT60PW-M_1x02_P7.20mm_Horizontal,1,
"C2,C3",XT60PW-F,,Connector_AMASS:AMASS_XT60PW-F_1x02_P7.20mm_Horizontal,2,
D_IN_1,RJ45,~,54601-908WPLF:AMPHENOL_54601-908WPLF,1,2
"D_OUT_1,D_OUT_2",RJ45,~,54601-908WPLF:AMPHENOL_54601-908WPLF,2,4
"F1,F2",3550 x2,3550-2,footprints:3550-2_KEY,2,16
